mc,F,q,s_max_den,n_density,iteration
0,2,1,0.078,0.4311557788944724,1
0,2,1,0.078,0.4311557788944724,2
0,2,1,0.078,0.4311557788944724,3
0,2,1,0.078,0.4311557788944724,4
0,2,1,0.078,0.4311557788944724,5
0,2,1,0.078,0.4309547738693467,6
0,2,1,0.078,0.4309547738693467,7
0,2,1,0.078,0.4309547738693467,9
0,2,1,0.079,0.4307537688442211,11
0,2,1,0.079,0.4307537688442211,13
0,2,1,0.079,0.43055276381909546,16
0,2,1,0.079,0.43055276381909546,19
0,2,1,0.079,0.43055276381909546,23
0,2,1,0.081,0.4301507537688442,28
0,2,1,0.081,0.42974874371859295,34
0,2,1,0.081,0.42894472361809044,41
0,2,1,0.081,0.42954773869346735,50
0,2,1,0.081,0.4299497487437186,60
0,2,1,0.081,0.4291457286432161,73
0,2,1,0.081,0.42673366834170856,88
0,2,1,0.081,0.4255276381909548,106
0,2,1,0.079,0.42391959798994977,127
0,2,1,0.079,0.42231155778894475,154
0,2,1,0.08,0.4209045226130653,185
0,2,1,0.08,0.4207035175879397,223
0,2,1,0.081,0.41969849246231156,269
0,2,1,0.084,0.417286432160804,325
0,2,1,0.082,0.41165829145728644,392
0,2,1,0.092,0.4084422110552764,472
0,2,1,0.089,0.4084422110552764,569
0,2,1,0.098,0.4038190954773869,686
0,2,1,0.102,0.4,826
0,2,1,0.104,0.3965829145728643,996
0,2,1,0.105,0.3905527638190955,1201
0,2,1,0.119,0.3805025125628141,1447
0,2,1,0.118,0.3762814070351759,1744
0,2,1,0.102,0.3688442211055276,2102
0,2,1,0.107,0.3672361809045226,2533
0,2,1,0.118,0.36020100502512564,3053
0,2,1,0.118,0.3622110552763819,3679
0,2,1,0.129,0.3473366834170854,4434
0,2,1,0.142,0.33889447236180903,5344
0,2,1,0.141,0.33768844221105526,6441
0,2,1,0.139,0.3455276381909548,7762
0,2,1,0.167,0.33326633165829145,9355
0,2,1,0.168,0.33768844221105526,11274
0,2,1,0.172,0.335678391959799,13587
0,2,1,0.17,0.34251256281407033,16374
0,2,1,0.169,0.36201005025125627,19733
0,2,1,0.195,0.3453266331658291,23782
0,2,1,0.264,0.3541708542713568,28661
0,2,1,0.481,0.23236180904522613,34541
0,2,1,0.573,0.17407035175879396,41627
0,2,1,0.587,0.1871356783919598,50167
0,2,1,0.703,0.01628140703517588,60459
0,2,1,0.712,0.002412060301507538,72863
0,2,1,0.713,0.0018090452261306533,87811
0,2,1,0.713,0.0018090452261306533,105825
0,2,1,0.713,0.0018090452261306533,127535
0,2,1,0.713,0.0016080402010050252,153700
0,2,1,0.713,0.0018090452261306533,185232
0,2,1,0.713,0.0016080402010050252,223232
0,2,1,0.713,0.0018090452261306533,269029
0,2,1,0.713,0.001407035175879397,324221
0,2,1,0.713,0.0016080402010050252,390736
0,2,1,0.713,0.0016080402010050252,470896
0,2,1,0.713,0.001407035175879397,567501
0,2,1,0.713,0.0018090452261306533,683925
0,2,1,0.713,0.0016080402010050252,824234
0,2,1,0.713,0.0018090452261306533,993327
0,2,1,0.713,0.0016080402010050252,1197110
0,2,1,0.713,0.001407035175879397,1442699
0,2,1,0.713,0.001407035175879397,1738672
0,2,1,0.713,0.0018090452261306533,2095364
0,2,1,0.713,0.0018090452261306533,2525232
0,2,1,0.713,0.001407035175879397,3043288
0,2,1,0.713,0.0018090452261306533,3667625
0,2,1,0.713,0.001407035175879397,4420045
0,2,1,0.713,0.0018090452261306533,5326826
0,2,1,0.713,0.001407035175879397,6419634
0,2,1,0.713,0.0020100502512562816,7736635
0,2,1,0.713,0.0020100502512562816,9323820
0,2,1,0.713,0.0016080402010050252,11236619
0,2,1,0.713,0.0020100502512562816,13541833
0,2,1,0.713,0.0018090452261306533,16319966
0,2,1,0.713,0.0016080402010050252,19668038
0,2,1,0.713,0.001407035175879397,23702974
0,2,1,0.713,0.0018090452261306533,28565684
0,2,1,0.713,0.0016080402010050252,34425988
0,2,1,0.713,0.0016080402010050252,41488545
0,2,1,0.713,0.0016080402010050252,49999999
1,2,1,0.076,0.4245226130653266,1
1,2,1,0.076,0.42391959798994977,2
1,2,1,0.076,0.42391959798994977,3
1,2,1,0.076,0.42391959798994977,4
1,2,1,0.076,0.42391959798994977,5
1,2,1,0.076,0.42391959798994977,6
1,2,1,0.076,0.42391959798994977,7
1,2,1,0.076,0.42391959798994977,9
1,2,1,0.076,0.42391959798994977,11
1,2,1,0.076,0.4237185929648241,13
1,2,1,0.076,0.4235175879396985,16
1,2,1,0.076,0.422713567839196,19
1,2,1,0.076,0.4221105527638191,23
1,2,1,0.076,0.4221105527638191,28
1,2,1,0.076,0.42170854271356784,34
1,2,1,0.076,0.42170854271356784,41
1,2,1,0.076,0.4198994974874372,50
1,2,1,0.076,0.4198994974874372,60
1,2,1,0.077,0.41889447236180904,73
1,2,1,0.076,0.4176884422110553,88
1,2,1,0.078,0.41608040201005025,106
1,2,1,0.077,0.4150753768844221,127
1,2,1,0.077,0.4150753768844221,154
1,2,1,0.08,0.4136683417085427,185
1,2,1,0.079,0.41326633165829146,223
1,2,1,0.085,0.4112562814070352,269
1,2,1,0.089,0.4122613065326633,325
1,2,1,0.089,0.41085427135678393,392
1,2,1,0.095,0.4072361809045226,472
1,2,1,0.1,0.4030150753768844,569
1,2,1,0.103,0.40180904522613065,686
1,2,1,0.106,0.3991959798994975,826
1,2,1,0.111,0.39175879396984925,996
1,2,1,0.119,0.38914572864321606,1201
1,2,1,0.124,0.38030150753768843,1447
1,2,1,0.12,0.3776884422110553,1744
1,2,1,0.126,0.37266331658291457,2102
1,2,1,0.144,0.36381909547738694,2533
1,2,1,0.141,0.35738693467336685,3053
1,2,1,0.142,0.361608040201005,3679
1,2,1,0.156,0.36542713567839197,4434
1,2,1,0.158,0.351356783919598,5344
1,2,1,0.169,0.3354773869346734,6441
1,2,1,0.203,0.3278391959798995,7762
1,2,1,0.233,0.30974874371859296,9355
1,2,1,0.249,0.3248241206030151,11274
1,2,1,0.336,0.25809045226130656,13587
1,2,1,0.388,0.21949748743718592,16374
1,2,1,0.43,0.1636180904522613,19733
1,2,1,0.504,0.09407035175879397,23782
1,2,1,0.532,0.07336683417085427,28661
1,2,1,0.539,0.06653266331658292,34541
1,2,1,0.54,0.07035175879396985,41627
1,2,1,0.541,0.0629145728643216,50167
1,2,1,0.541,0.05527638190954774,60459
1,2,1,0.541,0.048844221105527635,72863
1,2,1,0.541,0.062311557788944726,87811
1,2,1,0.541,0.05507537688442211,105825
1,2,1,0.541,0.052462311557788945,127535
1,2,1,0.541,0.05829145728643216,153700
1,2,1,0.541,0.05809045226130653,185232
1,2,1,0.541,0.06331658291457286,223232
1,2,1,0.541,0.047839195979899496,269029
1,2,1,0.541,0.06090452261306532,324221
1,2,1,0.541,0.0621105527638191,390736
1,2,1,0.541,0.055879396984924626,470896
1,2,1,0.541,0.05829145728643216,567501
1,2,1,0.541,0.04984924623115578,683925
1,2,1,0.541,0.061306532663316586,824234
1,2,1,0.541,0.05809045226130653,993327
1,2,1,0.541,0.055678391959799,1197110
1,2,1,0.541,0.05226130653266332,1442699
1,2,1,0.541,0.06030150753768844,1738672
1,2,1,0.541,0.06190954773869347,2095364
1,2,1,0.541,0.06371859296482411,2525232
1,2,1,0.541,0.04924623115577889,3043288
1,2,1,0.541,0.04663316582914573,3667625
1,2,1,0.541,0.06170854271356784,4420045
1,2,1,0.541,0.05668341708542714,5326826
1,2,1,0.541,0.0592964824120603,6419634
1,2,1,0.541,0.055879396984924626,7736635
1,2,1,0.541,0.06090452261306532,9323820
1,2,1,0.541,0.056080402010050254,11236619
1,2,1,0.541,0.06251256281407035,13541833
1,2,1,0.541,0.05065326633165829,16319966
1,2,1,0.541,0.061306532663316586,19668038
1,2,1,0.541,0.044221105527638194,23702974
1,2,1,0.541,0.06331658291457286,28565684
1,2,1,0.541,0.05487437185929648,34425988
1,2,1,0.541,0.06412060301507538,41488545
1,2,1,0.541,0.05849246231155779,49999999
2,2,1,0.085,0.4311557788944724,1
2,2,1,0.085,0.4311557788944724,2
2,2,1,0.087,0.4319597989949749,3
2,2,1,0.087,0.4319597989949749,4
2,2,1,0.087,0.4319597989949749,5
2,2,1,0.087,0.4319597989949749,6
2,2,1,0.087,0.4319597989949749,7
2,2,1,0.087,0.4319597989949749,9
2,2,1,0.087,0.4319597989949749,11
2,2,1,0.087,0.4319597989949749,13
2,2,1,0.087,0.4319597989949749,16
2,2,1,0.087,0.4319597989949749,19
2,2,1,0.087,0.43175879396984923,23
2,2,1,0.087,0.4311557788944724,28
2,2,1,0.089,0.43155778894472363,34
2,2,1,0.089,0.43155778894472363,41
2,2,1,0.089,0.4311557788944724,50
2,2,1,0.089,0.43155778894472363,60
2,2,1,0.09,0.4299497487437186,73
2,2,1,0.089,0.4283417085427136,88
2,2,1,0.089,0.4265326633165829,106
2,2,1,0.089,0.4263316582914573,127
2,2,1,0.089,0.42412060301507537,154
2,2,1,0.092,0.4229145728643216,185
2,2,1,0.093,0.42050251256281407,223
2,2,1,0.095,0.41949748743718596,269
2,2,1,0.096,0.41608040201005025,325
2,2,1,0.099,0.4120603015075377,392
2,2,1,0.095,0.4114572864321608,472
2,2,1,0.092,0.4076381909547739,569
2,2,1,0.099,0.40341708542713567,686
2,2,1,0.099,0.39879396984924625,826
2,2,1,0.104,0.392964824120603,996
2,2,1,0.104,0.39175879396984925,1201
2,2,1,0.097,0.3865326633165829,1447
2,2,1,0.097,0.3829145728643216,1744
2,2,1,0.099,0.3807035175879397,2102
2,2,1,0.091,0.37386934673366834,2533
2,2,1,0.095,0.36743718592964825,3053
2,2,1,0.114,0.35658291457286434,3679
2,2,1,0.11,0.3481407035175879,4434
2,2,1,0.132,0.33386934673366836,5344
2,2,1,0.158,0.3171859296482412,6441
2,2,1,0.197,0.2920603015075377,7762
2,2,1,0.227,0.2623115577889447,9355
2,2,1,0.273,0.22532663316582915,11274
2,2,1,0.315,0.19618090452261305,13587
2,2,1,0.356,0.1563819095477387,16374
2,2,1,0.383,0.11738693467336683,19733
2,2,1,0.414,0.08804020100502513,23782
2,2,1,0.433,0.08562814070351758,28661
2,2,1,0.439,0.08844221105527639,34541
2,2,1,0.442,0.06773869346733669,41627
2,2,1,0.441,0.13185929648241207,50167
2,2,1,0.442,0.14693467336683416,60459
2,2,1,0.442,0.14613065326633165,72863
2,2,1,0.443,0.14190954773869346,87811
2,2,1,0.441,0.14552763819095477,105825
2,2,1,0.475,0.048040201005025124,127535
2,2,1,0.452,0.07276381909547738,153700
2,2,1,0.461,0.09025125628140704,185232
2,2,1,0.442,0.10773869346733668,223232
2,2,1,0.477,0.04321608040201005,269029
2,2,1,0.44,0.14130653266331658,324221
2,2,1,0.467,0.0892462311557789,390736
2,2,1,0.442,0.14271356783919598,470896
2,2,1,0.443,0.13829145728643216,567501
2,2,1,0.442,0.1228140703517588,683925
2,2,1,0.44,0.08160804020100502,824234
2,2,1,0.443,0.1149748743718593,993327
2,2,1,0.442,0.135678391959799,1197110
2,2,1,0.441,0.08442211055276382,1442699
2,2,1,0.477,0.045025125628140705,1738672
2,2,1,0.442,0.08100502512562814,2095364
2,2,1,0.441,0.14532663316582914,2525232
2,2,1,0.44,0.10874371859296482,3043288
2,2,1,0.446,0.1035175879396985,3667625
2,2,1,0.443,0.13547738693467337,4420045
2,2,1,0.44,0.10331658291457287,5326826
2,2,1,0.443,0.1328643216080402,6419634
2,2,1,0.443,0.1370854271356784,7736635
2,2,1,0.443,0.1007035175879397,9323820
2,2,1,0.441,0.09045226130653267,11236619
2,2,1,0.442,0.1071356783919598,13541833
2,2,1,0.441,0.13547738693467337,16319966
2,2,1,0.452,0.07296482412060301,19668038
2,2,1,0.443,0.11758793969849246,23702974
2,2,1,0.442,0.10391959798994975,28565684
2,2,1,0.443,0.1071356783919598,34425988
2,2,1,0.442,0.14693467336683416,41488545
2,2,1,0.516,0.018693467336683416,49999999
0,2,10,0.003,0.16482412060301507,1
0,2,10,0.003,0.16482412060301507,2
0,2,10,0.003,0.16482412060301507,3
0,2,10,0.003,0.16482412060301507,4
0,2,10,0.003,0.16482412060301507,5
0,2,10,0.003,0.16482412060301507,6
0,2,10,0.003,0.16482412060301507,7
0,2,10,0.003,0.16482412060301507,9
0,2,10,0.003,0.16482412060301507,11
0,2,10,0.003,0.16482412060301507,13
0,2,10,0.003,0.16482412060301507,16
0,2,10,0.003,0.16482412060301507,19
0,2,10,0.003,0.16482412060301507,23
0,2,10,0.003,0.16462311557788945,28
0,2,10,0.003,0.16462311557788945,34
0,2,10,0.003,0.1642211055276382,41
0,2,10,0.003,0.1642211055276382,50
0,2,10,0.003,0.1636180904522613,60
0,2,10,0.003,0.1628140703517588,73
0,2,10,0.003,0.1628140703517588,88
0,2,10,0.003,0.16261306532663317,106
0,2,10,0.003,0.16241206030150754,127
0,2,10,0.004,0.16241206030150754,154
0,2,10,0.004,0.1622110552763819,185
0,2,10,0.004,0.16120603015075377,223
0,2,10,0.004,0.16040201005025126,269
0,2,10,0.004,0.1585929648241206,325
0,2,10,0.005,0.15618090452261307,392
0,2,10,0.007,0.15396984924623117,472
0,2,10,0.007,0.15175879396984926,569
0,2,10,0.007,0.15055276381909546,686
0,2,10,0.007,0.1493467336683417,826
0,2,10,0.008,0.15095477386934672,996
0,2,10,0.008,0.14974874371859295,1201
0,2,10,0.009,0.14834170854271356,1447
0,2,10,0.009,0.144321608040201,1744
0,2,10,0.011,0.1384924623115578,2102
0,2,10,0.016,0.1348743718592965,2533
0,2,10,0.017,0.1314572864321608,3053
0,2,10,0.022,0.12944723618090453,3679
0,2,10,0.027,0.12763819095477386,4434
0,2,10,0.036,0.12180904522613065,5344
0,2,10,0.046,0.12,6441
0,2,10,0.047,0.11417085427135679,7762
0,2,10,0.062,0.10271356783919598,9355
0,2,10,0.075,0.0978894472361809,11274
0,2,10,0.096,0.09185929648241206,13587
0,2,10,0.108,0.08100502512562814,16374
0,2,10,0.12,0.0735678391959799,19733
0,2,10,0.128,0.06814070351758794,23782
0,2,10,0.136,0.057889447236180905,28661
0,2,10,0.138,0.05648241206030151,34541
0,2,10,0.146,0.048040201005025124,41627
0,2,10,0.148,0.05105527638190955,50167
0,2,10,0.145,0.050452261306532666,60459
0,2,10,0.153,0.045025125628140705,72863
0,2,10,0.152,0.04361809045226131,87811
0,2,10,0.163,0.04361809045226131,105825
0,2,10,0.151,0.04542713567839196,127535
0,2,10,0.15,0.050452261306532666,153700
0,2,10,0.14,0.051457286432160805,185232
0,2,10,0.16,0.04542713567839196,223232
0,2,10,0.163,0.04663316582914573,269029
0,2,10,0.158,0.04864321608040201,324221
0,2,10,0.165,0.041407035175879396,390736
0,2,10,0.156,0.0464321608040201,470896
0,2,10,0.164,0.045025125628140705,567501
0,2,10,0.16,0.0464321608040201,683925
0,2,10,0.154,0.05165829145728643,824234
0,2,10,0.157,0.048040201005025124,993327
0,2,10,0.158,0.04864321608040201,1197110
0,2,10,0.162,0.04201005025125628,1442699
0,2,10,0.169,0.047839195979899496,1738672
0,2,10,0.165,0.05005025125628141,2095364
0,2,10,0.177,0.04723618090452261,2525232
0,2,10,0.16,0.04663316582914573,3043288
0,2,10,0.16,0.047839195979899496,3667625
0,2,10,0.145,0.05266331658291457,4420045
0,2,10,0.165,0.04663316582914573,5326826
0,2,10,0.168,0.04582914572864322,6419634
0,2,10,0.154,0.05025125628140704,7736635
0,2,10,0.17,0.04723618090452261,9323820
0,2,10,0.171,0.041407035175879396,11236619
0,2,10,0.165,0.04924623115577889,13541833
0,2,10,0.17,0.048040201005025124,16319966
0,2,10,0.149,0.051457286432160805,19668038
0,2,10,0.17,0.04562814070351759,23702974
0,2,10,0.162,0.05005025125628141,28565684
0,2,10,0.158,0.04984924623115578,34425988
0,2,10,0.154,0.04844221105527638,41488545
0,2,10,0.161,0.04824120603015075,49999999
1,2,10,0.003,0.16201005025125628,1
1,2,10,0.003,0.16201005025125628,2
1,2,10,0.003,0.16201005025125628,3
1,2,10,0.003,0.16201005025125628,4
1,2,10,0.003,0.16201005025125628,5
1,2,10,0.003,0.16201005025125628,6
1,2,10,0.003,0.16201005025125628,7
1,2,10,0.003,0.16201005025125628,9
1,2,10,0.003,0.16201005025125628,11
1,2,10,0.003,0.16201005025125628,13
1,2,10,0.003,0.16201005025125628,16
1,2,10,0.003,0.16201005025125628,19
1,2,10,0.003,0.16180904522613065,23
1,2,10,0.003,0.16180904522613065,28
1,2,10,0.003,0.1614070351758794,34
1,2,10,0.003,0.1614070351758794,41
1,2,10,0.003,0.1614070351758794,50
1,2,10,0.003,0.1614070351758794,60
1,2,10,0.004,0.16100502512562814,73
1,2,10,0.004,0.16100502512562814,88
1,2,10,0.004,0.16100502512562814,106
1,2,10,0.004,0.15979899497487438,127
1,2,10,0.004,0.15979899497487438,154
1,2,10,0.005,0.1585929648241206,185
1,2,10,0.005,0.1585929648241206,223
1,2,10,0.006,0.15819095477386935,269
1,2,10,0.006,0.15819095477386935,325
1,2,10,0.006,0.1571859296482412,392
1,2,10,0.006,0.15758793969849247,472
1,2,10,0.007,0.15678391959798996,569
1,2,10,0.007,0.15477386934673368,686
1,2,10,0.007,0.1535678391959799,826
1,2,10,0.008,0.151356783919598,996
1,2,10,0.008,0.14854271356783919,1201
1,2,10,0.008,0.14371859296482412,1447
1,2,10,0.008,0.13909547738693467,1744
1,2,10,0.009,0.13628140703517588,2102
1,2,10,0.011,0.13306532663316584,2533
1,2,10,0.011,0.1292462311557789,3053
1,2,10,0.014,0.12904522613065328,3679
1,2,10,0.019,0.12120603015075376,4434
1,2,10,0.023,0.11658291457286432,5344
1,2,10,0.027,0.11376884422110553,6441
1,2,10,0.029,0.10793969849246231,7762
1,2,10,0.034,0.10030150753768845,9355
1,2,10,0.034,0.09567839195979899,11274
1,2,10,0.041,0.09125628140703518,13587
1,2,10,0.048,0.08582914572864321,16374
1,2,10,0.074,0.07658291457286433,19733
1,2,10,0.096,0.06532663316582915,23782
1,2,10,0.109,0.05527638190954774,28661
1,2,10,0.116,0.04924623115577889,34541
1,2,10,0.124,0.04542713567839196,41627
1,2,10,0.129,0.04442211055276382,50167
1,2,10,0.131,0.047839195979899496,60459
1,2,10,0.139,0.04080402010050251,72863
1,2,10,0.133,0.04301507537688442,87811
1,2,10,0.134,0.045025125628140705,105825
1,2,10,0.133,0.044221105527638194,127535
1,2,10,0.135,0.047035175879396984,153700
1,2,10,0.14,0.04542713567839196,185232
1,2,10,0.137,0.04482412060301508,223232
1,2,10,0.141,0.043417085427135675,269029
1,2,10,0.137,0.04522613065326633,324221
1,2,10,0.135,0.04723618090452261,390736
1,2,10,0.143,0.04321608040201005,470896
1,2,10,0.137,0.04462311557788945,567501
1,2,10,0.136,0.04281407035175879,683925
1,2,10,0.136,0.04100502512562814,824234
1,2,10,0.136,0.046030150753768845,993327
1,2,10,0.139,0.047839195979899496,1197110
1,2,10,0.134,0.047839195979899496,1442699
1,2,10,0.137,0.04824120603015075,1738672
1,2,10,0.138,0.04361809045226131,2095364
1,2,10,0.14,0.04381909547738694,2525232
1,2,10,0.136,0.04542713567839196,3043288
1,2,10,0.143,0.040603015075376885,3667625
1,2,10,0.135,0.048040201005025124,4420045
1,2,10,0.139,0.04723618090452261,5326826
1,2,10,0.139,0.04522613065326633,6419634
1,2,10,0.144,0.04301507537688442,7736635
1,2,10,0.132,0.045025125628140705,9323820
1,2,10,0.138,0.04562814070351759,11236619
1,2,10,0.136,0.04663316582914573,13541833
1,2,10,0.133,0.05185929648241206,16319966
1,2,10,0.136,0.04904522613065326,19668038
1,2,10,0.138,0.04381909547738694,23702974
1,2,10,0.137,0.045025125628140705,28565684
1,2,10,0.143,0.04522613065326633,34425988
1,2,10,0.145,0.04542713567839196,41488545
1,2,10,0.144,0.04844221105527638,49999999
2,2,10,0.004,0.15597989949748745,1
2,2,10,0.004,0.15597989949748745,2
2,2,10,0.004,0.15597989949748745,3
2,2,10,0.004,0.15597989949748745,4
2,2,10,0.004,0.15597989949748745,5
2,2,10,0.004,0.15597989949748745,6
2,2,10,0.004,0.15597989949748745,7
2,2,10,0.004,0.15597989949748745,9
2,2,10,0.004,0.15597989949748745,11
2,2,10,0.004,0.15597989949748745,13
2,2,10,0.004,0.15597989949748745,16
2,2,10,0.004,0.15597989949748745,19
2,2,10,0.004,0.15597989949748745,23
2,2,10,0.004,0.15618090452261307,28
2,2,10,0.004,0.15618090452261307,34
2,2,10,0.004,0.15577889447236182,41
2,2,10,0.004,0.15577889447236182,50
2,2,10,0.004,0.15537688442211056,60
2,2,10,0.004,0.1549748743718593,73
2,2,10,0.004,0.1549748743718593,88
2,2,10,0.004,0.1549748743718593,106
2,2,10,0.004,0.15457286432160805,127
2,2,10,0.004,0.1541708542713568,154
2,2,10,0.005,0.15336683417085428,185
2,2,10,0.005,0.1527638190954774,223
2,2,10,0.005,0.15175879396984926,269
2,2,10,0.005,0.15175879396984926,325
2,2,10,0.005,0.1501507537688442,392
2,2,10,0.005,0.14994974874371858,472
2,2,10,0.008,0.14834170854271356,569
2,2,10,0.009,0.14753768844221105,686
2,2,10,0.009,0.14673366834170853,826
2,2,10,0.009,0.1429145728643216,996
2,2,10,0.009,0.14090452261306532,1201
2,2,10,0.009,0.13628140703517588,1447
2,2,10,0.014,0.13386934673366835,1744
2,2,10,0.018,0.13266331658291458,2102
2,2,10,0.018,0.1284422110552764,2533
2,2,10,0.022,0.12442211055276382,3053
2,2,10,0.021,0.12120603015075376,3679
2,2,10,0.024,0.11678391959798995,4434
2,2,10,0.022,0.11939698492462311,5344
2,2,10,0.02,0.11417085427135679,6441
2,2,10,0.021,0.11155778894472362,7762
2,2,10,0.039,0.10874371859296482,9355
2,2,10,0.043,0.10512562814070352,11274
2,2,10,0.048,0.10633165829145728,13587
2,2,10,0.073,0.09768844221105527,16374
2,2,10,0.083,0.09266331658291457,19733
2,2,10,0.105,0.08402010050251256,23782
2,2,10,0.115,0.08180904522613065,28661
2,2,10,0.155,0.06633165829145729,34541
2,2,10,0.176,0.05668341708542714,41627
2,2,10,0.113,0.08482412060301507,50167
2,2,10,0.09,0.08301507537688442,60459
2,2,10,0.136,0.07678391959798996,72863
2,2,10,0.131,0.08080402010050251,87811
2,2,10,0.127,0.08522613065326633,105825
2,2,10,0.174,0.0743718592964824,127535
2,2,10,0.1,0.08281407035175879,153700
2,2,10,0.179,0.07537688442211055,185232
2,2,10,0.153,0.08482412060301507,223232
2,2,10,0.112,0.07959798994974875,269029
2,2,10,0.201,0.06251256281407035,324221
2,2,10,0.148,0.07698492462311558,390736
2,2,10,0.176,0.07175879396984924,470896
2,2,10,0.116,0.08040201005025126,567501
2,2,10,0.142,0.08060301507537689,683925
2,2,10,0.148,0.08241206030150754,824234
2,2,10,0.127,0.07758793969849247,993327
2,2,10,0.162,0.08562814070351758,1197110
2,2,10,0.16,0.08080402010050251,1442699
2,2,10,0.123,0.08844221105527639,1738672
2,2,10,0.185,0.06311557788944723,2095364
2,2,10,0.201,0.06170854271356784,2525232
2,2,10,0.136,0.0785929648241206,3043288
2,2,10,0.189,0.06894472361809045,3667625
2,2,10,0.137,0.07919597989949749,4420045
2,2,10,0.138,0.08422110552763819,5326826
2,2,10,0.117,0.08562814070351758,6419634
2,2,10,0.178,0.07457286432160803,7736635
2,2,10,0.111,0.09206030150753769,9323820
2,2,10,0.126,0.0892462311557789,11236619
2,2,10,0.217,0.061507537688442214,13541833
2,2,10,0.181,0.0721608040201005,16319966
2,2,10,0.149,0.07879396984924623,19668038
2,2,10,0.177,0.06793969849246231,23702974
2,2,10,0.113,0.08623115577889447,28565684
2,2,10,0.164,0.08160804020100502,34425988
2,2,10,0.151,0.0814070351758794,41488545
2,2,10,0.136,0.08723618090452262,49999999
0,2,100,0.002,0.053266331658291456,1
0,2,100,0.002,0.053266331658291456,2
0,2,100,0.002,0.053266331658291456,3
0,2,100,0.002,0.053266331658291456,4
0,2,100,0.002,0.053266331658291456,5
0,2,100,0.002,0.053266331658291456,6
0,2,100,0.002,0.053266331658291456,7
